Grapheme	IPA	Frequency
^l	l	13
i	i	50
m	m	10
a	a	80
-	+	57
k$	k	32
^ɣ	ɣ	16
l	l	14
^m	m	18
t	t	23
u	u	53
^n	n	10
r	r	30
o	o	35
ŋ	ŋ	11
^β	β	20
n	n	12
_	+	5
k	k	3
l$	l	13
^s	s	13
a$	a	8
^a	a	7
tʳ	tʳ	1
s$	s	16
r$	r	19
e	e	64
ᵐb	ⁿb	3
u$	u	10
^t	t	22
mʷ	mʷ	1
ᵏpʷ	kpʷ	1
s	s	15
^kʷ	kʷ	4
p	p	1
ɣ	ɣ	7
^ⁿd	ⁿd	6
ⁿd	ⁿd	7
m$	m	5
^ᵏpʷ	kpʷ	1
æ	æ	7
æ$	æ	2
d	d	1
ms	m s	1
ŋ$	ŋ	6
^r	r	5
n$	n	19
w	w	9
t$	t	11
ɣ$	ɣ	7
e$	e	9
^k	k	6
^ŋ	ŋ	2
^mʷ	mʷ	2
ββ	βː	1
β	β	21
^b	b	1
^e	e	1
o$	o	1
^w	w	18
sw	sʷ	1
^ᵐb	ⁿb	6
β$	β	4
i$	i	6
w$	w	1
$	NULL	3
d$	d	1
mʷ$	mʷ	1
ə	ə	2
kʷ$	kʷ	1
^aᵐb	a ⁿb	1
^i	i	3
